rating,roaster,bean,location,origin,roast_level,agtron,est_price,review_date,aroma,body,flavor,aftertaste,with_milk,acid_structure,acidity,blind_assessment,notes,who_should_drink,bottom_line
93,PT's Coffee Roasting Co.,Batak Nuali Sumatra,"Topeka, Kansas","Lintong growing region, North Sumatra Province, Indonesia",Medium-Light,54/70,$15.00/12 ounces,2016-07-01,9,8,9,9,,,8,"Rich, sweet-savory. Roasted cacao nib, lime blossom, mango, hazelnut, a hint of coconut in aroma and cup. Roundly brisk, tart acidity; lightly syrupy mouthfeel. The crisply resonant finish is more savory than sweet, redolent of lime zest with a continued hint of coconut.","Produced by smallholding farmers from the Sigararutang (Catimor) and Typica varieties of Arabica in Pandumaan Village. Coffees from the northern part of the Indonesian island of Sumatra are valued for their complex earth and fruit notes that appear to result largely from unorthodox fruit removal and drying practices called “wet-hulling.” This is a particularly refined example of the type, produced in the Lintong region south of Lake Toba, one of the oldest and arguably the most admired of Sumatra growing regions. This coffee tied for the second-highest rating in a cupping of Sumatra coffees for Coffee Review‘s July 2016 tasting report. Roasted at PT’s Coffee, where the motto is “without the love, it’s just coffee.” Visit www.ptscoffee.com or call 888-678-5282 for more information.",,"A coconut-toned, citrusy coffee with a savory character complicated by mango and chocolate suggestions."
94,Klatch Coffee,Sumatra Lintong Mutu Batak,"Los Angeles, California","Lintong growing region, North Sumatra Province, Indonesia",Medium-Light,54/74,$14.50/12 ounces,2016-07-01,9,9,9,8,,,9,"Complex, sweetly rich. Pungent grapefruit, sweet violet, almond brittle, pipe tobacco, fragrant sandalwood in aroma and cup. Juicy acidity; lightly syrupy, buoyant mouthfeel. The crisply rich, long finish retains a pretty combination of violet and tobacco tones.","This exceptional coffee was selected as the #29 coffee on Coffee Review’s list of the Top 30 Coffees of 2016.  Produced by smallholding farmers from the Ateng, Jember and Garundang varieties of Arabica. Coffees from the northern part of the Indonesian island of Sumatra are valued for their complex earth and fruit notes that appear to result largely from unorthodox fruit removal and drying practices called “wet-hulling.” This is a particularly refined example of the type, produced in the Lintong region south of Lake Toba, one of the oldest and arguably the most admired of Sumatra growing regions. This coffee tied for the top rating in a cupping of Sumatra coffees for Coffee Review‘s July 2016 tasting report. Klatch Coffee is an award-winning small-batch roasting company in the Los Angeles area whose resident barista and trainer, Heather Perry, won both the 2003 and 2007 United States Barista Championships brewing a Klatch Coffee espresso blend. Visit www.klatchroasting.com or call 877-455-2824 for more information.",,"Intricate layering of pungent citrus, sweet flowers, moist tobacco and aromatic wood, an original yet deeply characteristic expression of the best style of traditional wet-hulled Sumatras."
94,Crescendo Coffee Roasters,Sumatra Black Panther,"Yongin-Si, South Korea","Pondok, Aceh Province, northern Sumatra, Indonesia",Medium,50/69,"KRW $10,000/250 grams",2016-07-01,9,9,9,9,,,8,"Crisply and deeply sweet. Mango, blood orange, fermented tobacco, baker’s chocolate, sweet lilac in aroma and cup. Round, balanced acidity; full, syrupy mouthfeel. The rich, resonant finish is saturated by tobacco and mango notes.","This exceptional coffee was selected as the No. 19 coffee on Coffee Review’s list of the Top 30 Coffees of 2016. Produced by small-holding farmers of the Catimor, Typica and Tim-Tim varieties of Arabica. Coffees from the northern part of the Indonesian island of Sumatra are valued for their complex earth and fruit notes that appear to result largely from unorthodox fruit removal and drying practices called “wet-hulling.” This is a particularly refined example of the type. This coffee tied for the top rating in a cupping of Sumatra coffees for Coffee Review‘s July 2016 tasting report. Founded by a bassoonist in 2015, Crescendo Coffee is an online shop that offers consumers a variety of coffee beans freshly roasted with the Easyster, a Korean-made roaster. Crescendo donates a portion of its profits to developing clean drinking water in coffee-growing regions of Africa. For more information, visit www.crescendocoffee.co.kr.",,"Earthy tobacco, pungent fruit, sweetly heady flowers, an impressive example of the finest wet-hulled Sumatra profile."
92,Studio Confluence,King Batak Honey,"Taipei, Taiwan","Lintong growing region, northwestern Sumatra, Indonesia",Medium-Light,55/76,NT $500/250 grams,2016-07-01,9,8,9,8,,,8,"Roundly rich, subtly sweet. Grapefruit zest, honeydew melon, carob, fresh-cut fir in aroma and cup. Subtle, balanced acidity; velvety mouthfeel. The savory-sweet finish consolidates around carob and fir."," Processed by the honey (also called pulped natural) method, in which the fruit skin is removed as it is in the wet or “washed” process, but some of the sticky fruit residue is allowed to dry on the bean and later removed by machine along with the parchment skin. This coffee tied for the third-highest rating in a cupping of Sumatra coffees for Coffee Review‘s July 2016 tasting report. Studio Confluence is a micro-roastery and coffee shop in Taipei City, Taiwan. For more information, visit www.facebook.com/studioconfluence.",,"A honey-processed Sumatra, crisper and zestier perhaps than the more traditional wet-hulled Sumatra, with a pleasing balance of complexly expressed fruit and savory carob and fresh fir."
92,Cafe Backstage,Sumatra King Batak Washed,"Taipei, Taiwan","Lintong growing region, North Sumatra Province, Indonesia",Medium-Light,61/80,NT $600/227 grams,2016-07-01,9,8,9,8,,,8,"Delicate, richly sweet. Tangerine zest, lightly expressed tobacco, roasted cacao nib, honeysuckle in aroma and cup. Lightly juicy, gently tart acidity; plush, velvety mouthfeel. The bittersweet finish consolidates around sweet cocoa and tobacco suggestions.","This is a conventional wet-processed or “washed” coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. This is an unusual process for Sumatra, where most coffees are processed by the unorthodox wet-hulled method.This coffee tied for the third-highest rating in a cupping of Sumatra coffees for Coffee Review‘s July 2016 tasting report. Cafe Backstage is a small roastery and cafe in Taipei, Taiwan. For more information, visit www.facebook.com/CafeBackstage332",,"An unusual Sumatra in that it was conventionally wet-processed rather than processed by the more typical Sumatra wet-hulled method. For this reason, perhaps, it is a delicate cup, yet richly so, with hints of the tobacco suggestions characteristic of traditionally wet-hulled Sumatras."
92,Old Soul Co.,Sumatra Gayo “Adsenia” Triple Pick,"Sacramento, California","Gayo (also Aceh) growing region, Aceh Province, northern Sumatra, Indonesia",Medium-Light,56/76,$18.00/12 ounces,2016-07-01,9,9,8,8,,,8,"Deeply and richly floral. Rhododendron, fresh-cut redwood, butterscotch, ripe tangerine, chocolate fudge, pink peppercorn in aroma and cup. Gently crisp acidity; satiny-smooth mouthfeel. Flavor consolidates around a citrus-toned chocolate in the short; butterscotch resurfaces in the long.","Produced by small-holding farmers from trees of the Jember, Caturra and Tim-Tim varieties of Arabica. Coffees from the northern part of the Indonesian island of Sumatra are valued for their complex earth and fruit notes that appear to result largely from unorthodox fruit removal and drying practices called “wet-hulling.” This is a refined example of the type. “Triple pick” means the coffee has been hand-sorted at least three times to remove imperfect beans. This coffee tied for the third-highest rating in a cupping of Sumatra coffees for Coffee Review‘s July 2016 tasting report. Old Soul is a roastery, bakery and crafter of artisan goods dedicated to quality in every form. Visit www.oldsoulco.com or call 916-443-7685 for more information.",,"A multi-layered Sumatra wet-hulled profile that opens with pretty floral notes and settles into a crisp, balanced, chocolaty cup with a roundly sweet finish."
93,Topeca Coffee Roasters,Batak Nauli Sumatra,"Tulsa, Oklahoma","Lintong growing region, North Sumatra Province, Indonesia",Medium-Light,55/75,$13.99/12 ounces,2016-07-01,9,8,9,8,,,9,"Delicately and sweetly earth- and tobacco-toned. Mango, rich pipe tobacco, caramel, cherry blossom, earth-toned chocolate in aroma and cup. Juicy, rounded acidity; satiny-smooth mouthfeel. The resonant finish with all flavor notes intact concludes in a crisply sweet denouement of mango and pipe tobacco.","Produced by the Batak Nauli community of women farmers from trees of the Typica and Sigararutang varieties of Arabica. Coffees from the northern part of the Indonesian island of Sumatra are valued for their complex earth and fruit notes that appear to result largely from unorthodox fruit removal and drying practices called “wet-hulling.” This is a refined example of the type. This coffee tied for the second-highest rating in a cupping of Sumatra coffees for Coffee Review‘s July 2016 tasting report. Topeca Coffee is an artisan roaster with three café locations and a roastery in Tulsa, Oklahoma.Visit www.topecacoffee.com or call 918-398-8022 for more information.",,"A coffee that crescendos, like a deep breath, into a round, tropical, earthy sweetness."
96,Temple Coffee and Tea,Ethiopia Yirgacheffe Reko,"Sacramento, California","Kochere, Yirgacheffe growing region, southern Ethiopia",Medium-Light,54/76,$19.50/12 ounces,2016-05-01,9,10,9,9,,,9,"Delicate, intricate, refined. Lychee, pink peppercorn, candied ginseng, jasmine, honey in aroma and cup. Lyrical, complex, balanced acidity; juicy, silky mouthfeel. The finish, saturated with sweet and spicy tones (lychee, pink peppercorn), is resonant in the short and elegant in the long, where candied ginseng reappears and an intriguing coconut note surfaces.","This exceptional coffee was selected as the No. 4 coffee on Coffee Review’s list of the Top 30 Coffees of 2016.  Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. Yirgacheffe coffees like this one processed by the wet or washed method (fruit skin and pulp are removed before drying) typically express great aromatic complexity and intensity with a particular emphasis on citrus and floral notes. Like virtually all coffees from southern Ethiopia, this coffee is most likely produced by villagers on small, garden plots interplanted with food and other subsistence crops. Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.",,"An exquisite washed Ethiopia with power, finesse and nuanced complexity: deeply sweet, lushly floral, elegantly spice-toned."
91,Modern Times,Colombia Nariño Fiesta Natural,"San Diego, California","Nariño Department, southern Colombia",Medium-Light,54/82,$16.00/12 ounces,2016-05-01,9,8,9,7,,,8,"Complex, sweetly rich. Blueberry, redwood, grapefruit blossom, roasted cacao nib, faint jasmine in aroma and cup. Tartly sweet, juicy acidity; buoyant, satiny mouthfeel. Blueberry and hazelnut carry the dry though flavor-saturated finish.","From an admired growing region in the southernmost Colombia Department of Nariño. Virtually all Colombias are wet-processed, but this is an atypical dry-processed or “natural” Colombia, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Modern Times is a well-loved, exuberantly inventive Point Loma, San Diego brewery that has long specialized in coffee-beer crossovers and overlaps. Visit www.moderntimescoffee.com for more information.",,"A complex, deeply sweet coffee, nut- and fruit-toned."
95,Dragonfly Coffee Roasters,El Obraje Geisha,"Boulder, Colorado","Nariño Department, southern Colombia",Medium-Light,50/73,$32.00/12 ounces,2016-05-01,9,9,9,9,,,9,"Deeply rich, sweetly tart, complex. Orange marmalade, lilac, roasted cacao nib, myrrh, ripe passionfruit in aroma and cup. Balanced, sweet-tart acidity; delicate but full, satiny mouthfeel. Notes of orange marmalade and lilac characterize the sweetly dry finish in the short, while the long settles into pretty hints of myrrh.","Produced from trees of the rare Ethiopia-derived botanical variety Gesha (also spelled Geisha) by Pablo Guerrero. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety continues to distinguish itself as one of the world’s most unique coffees. This is a wet-processed or “washed” version, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. The majority of Gesha coffees are grown in the Boquete region of Panama, but there is increased experimentation with this variety throughout Latin America, especially Colombia, where this exceptional version was grown. Dragonfly Coffee is a Boulder, Colorado-based micro-roaster that produces high-quality coffees and supports worthy causes. Visit www.dragonflycoffeeroasters.com or call 303-579-2154 for more information.",,"A nuanced, sweetly-tart Geisha with a confident structure and bold fruit- and flower-driven aromatics."
91,Market Lane Coffee,Hernando Chantre Colombia,"Melbourne, Australia","Huila Department, southern Colombia",Light,65/83,AUD $16.00/250 grams,2016-06-01,8,8,9,8,,,8,"Crisp, sweetly tart. Lemon zest, pistachio, nutmeg, black currant, wisteria in aroma and cup. Tart, zesty acidity; lightly syrupy mouthfeel. The gently drying finish centers around nutmeg and pistachio.","Produced from the Caturra and Colombia varieties of Arabica by Hernando Chantre at La Fortuna farm. This coffee tied for the fourth-highest rating in a test of coffees from Australian roasters conducted for Coffee Review‘s June 2016 tasting report. Market Lane Coffee is a boutique coffee roastery and retailer in Melbourne, Australia. Dedicated to high-quality coffee, Market Lane carefully sources beans from some of the best coffee growers in the world, looking for superior coffees that are distinctive and memorable, and can stand on their own without blending. For more information, visit www.marketlane.com.au",,"A brisk, lively coffee with a liftoff from citrus and black-currant notes."
91,Dukes Coffee Roasters,Kenya Gondo,"Melbourne, Australia","Murang’a County, central Kenya",Light,57/93,AUD $24.00/300 grams,2016-06-01,8,8,9,8,,,8,"Delicately rich, sweetly pungent. Orange zest, tea rose, redwood, peach, caramel in aroma and cup. Sweet, lively acidity; light, silky mouthfeel. The richly drying finish consolidates around orange zest and redwood.","Produced entirely from trees of the much-admired, Bourbon-derived SL28 variety of Arabica. Gondo is one of three mills run by the roughly 1800-member New Kiriti Farmers Cooperative Society. Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. This coffee tied for the fourth-highest rating in a test of coffees from Australian roasters conducted for Coffee Review‘s June 2016 tasting report. Dukes Coffee Roasters is a group of like-minded individuals who share a love of and passion for great coffee and a desire to break new ground by focusing on the craft of carefully roasting the best coffees in the world using innovative roasting practices. For more information, visit www.dukescoffee.com.au.",,An attractively austere Kenya cup poised between the crispness of citrus and stone fruit and the plush spice of aromatic wood and tea rose.
93,Mecca Coffee,Kamwangi Factory Kenya Kirinyaga,"Sydney, Australia",South-central Kenya,Light,60/82,NA,2016-06-01,9,8,9,8,,,9,"Delicately but zestily sweet-savory. Black currant, sandalwood, tea rose, pomegranate, lime zest in aroma and cup. Juicy, richly sweet-tart acidity; lightly syrupy mouthfeel. All flavor notes carry through to the rich, flavor-saturated short finish, consolidating in the long around lime zest and pomegranate hints.","Despite challenges ranging from unclear government coffee policy and urban encroachment on prime coffee lands to chronically unstable weather, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world’s most elegant and distinctive coffees. This coffee tied for the second-highest rating in a test of coffees from Australian roasters conducted for Coffee Review‘s June 2016 tasting report. Mecca Coffee’s mission is to serve fine coffee without pretense, encouraging accessibility and transparency. Mecca’s vision is quality-focused in all aspects of product and service, with an aim to educate rather than dictate. For more information, visit www.meccacoffee.com.au.",,"Will please those who enjoy the briskly bright, pungent fruit of a classic Kenya."
94,Campos Coffee,Ethiopia Yirgacheffe Goro,"Newtown, Sydney, Australia","Yirgacheffe growing region, south-central Ethiopia",Medium-Light,54/76,AUD $16.00/250 grams,2016-06-01,9,8,10,8,,,9,"Delicate, herby, brightly floral. Sweet, spicy flowers (lemon blossom, lavender) spearmint, fresh-cut fir, black currant, dark chocolate in aroma and cup. Juicy, sweet acidity; light but silky mouthfeel. The finish, both delicate and resonant, is saturated with bright floral tones in the short and dark chocolate with a hint of spearmint in the long.","Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. Yirgacheffe coffees like this one processed by the wet or washed method (fruit skin and pulp are removed before drying) typically express great aromatic complexity and intensity with a particular emphasis on floral and citrus notes. Like virtually all coffees from southern Ethiopia, this coffee is most likely produced by villagers on small garden plots interplanted with food and other subsistence crops. This coffee earned the top rating in a test of coffees from Australian roasters conducted for Coffee Review‘s June 2016 tasting report. Campos Coffee is committed to sourcing the finest coffees, with a focus on sustainable practices. Campos has locations in New South Wales, Victoria and Queensland. For more information, visit camposcoffee.com.",,"An invitingly sweet, intricate Yirgacheffe cup with a floral backbone supported by dark chocolate and spearmint suggestions."
92,Sensory Lab,Ethiopia Sidamo Chire,"Melbourne, Australia","Sidama (also Sidamo) growing region, southern Ethiopia",Medium-Light,60/76,AUD $22.00/250 grams,2016-06-01,9,9,9,7,,,8,"Richly fruit-toned, earthy. Blueberry, dark chocolate, orange zest, moist fresh-fallen leaves, Port wine in aroma and cup. Quiet, round acidity; plush, syrupy mouthfeel. The finish consolidates to dark chocolate enveloped in Port wine suggestions.","Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small garden plots interplanted with food and other subsistence crops. This is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. This coffee tied for the third-highest rating in a test of coffees from Australian roasters conducted for Coffee Review‘s June 2016 tasting report. Sensory Lab is comprised of dedicated coffee professionals who eat, sleep and make coffee and share their journey with consumers. For more information, visit www.sensorylab.com.au",,"Both sweet and earthy, this is a coffee for lovers of unambiguous fruit flavors framed by suggestions of cask-toned Port wine."
92,Coffee Alchemy,Tanzania Masangula AB,"Marrickville, New South Wales, Australia","Mbeya District, southwestern Tanzania",Light,64/87,NA,2016-06-01,8,9,9,8,,,8,"Crisp, delicate, spicy-savory. Black tea, lime zest, rhododendron, plum, oak in aroma and cup. Brisk, sweetly tart acidity; buoyant, satiny-smooth mouthfeel. The juicy finish consolidates to rhododendron and lime zest, while hints of oak return in the long.","Processed at the Masangula washing station in the Mbeya District of southwestern Tanzania. Coffee Alchemy offers an engaging array of skillfully described blends on its website www.coffeealchemy.com. Apparently single-origin selections like this one are currently only available at the Coffee Alchemy shop at 24 Addison Road, Marrickville, New South Wales. This coffee tied for the third-highest rating in a test of coffees from Australian roasters conducted for Coffee Review‘s June 2016 tasting report.",,An appealing coffee for those who enjoy delicate sweetness checked by the crisp zestiness of citrus and stone fruit.
93,Axil Coffee Roasters,San Ysidro Costa Rica,"Hawthorn, Victoria, Australia","Central Valley, Costa Rica",Light,68/80,AUD $18.00/250 grams,2016-06-01,9,9,9,8,,,8,"Rich, delicately sweet. Honeysuckle, hazelnut, green grape, baker’s chocolate, cedar in aroma and cup. Gentle, round acidity; silky, giddily buoyant mouthfeel. The sweet, gently tart finish is resonant with green grape and honeysuckle in the short, softening to baker’s chocolate in the long, all supported by aromatic wood suggestions.","Produced from the Caturra and Catuai varieties of Arabica at La Union Farm in the Central Valley of Costa Rica. Most likely processed by the yellow honey method, in which the fruit skin is removed as it is in the wet or “washed” process, but some of the sticky fruit residue is allowed to dry on the bean and later removed by machine along with the parchment skin. This coffee tied for the second-highest rating in a test of coffees from Australian roasters conducted for Coffee Review‘s June 2016 tasting report. Axil Coffee is a specialty coffee roaster, café and wholesaler founded in Hawthorn, Victoria as a platform for owners Dave Makin and Zoe Delany to share their collective passion for coffee and food. For more information, visit www.axilcoffee.com/au.",,"A flavor-saturated, floral-toned cup enveloped by crisp aromatic wood notes."
93,Ritual Coffee Tasmania,Colombia Miranda,"Invernay, Tasmania, Australia","Valle del Cauca Department, southwest Colombia",Light,63/91,AUD $23.00/400 grams,2016-06-01,9,8,9,8,,,9,"Elegant, deeply sweet, floral. Lush floral composite (wisteria, violet, lavender), chocolate fudge, oak, mango in aroma and cup. Lyrical, bittersweet acidity; plush, lightly silky mouthfeel. The gently drying finish simplifies to lavender and dark chocolate.","Produced from the Colombia and Castillo varieties of Arabica by a collective of five farmers in the small Municipality of Miranda in the Department of Cauca, where some of Colombia’s most admired coffees are produced. This coffee tied for the second-highest rating in a test of coffees from Australian roasters conducted for Coffee Review‘s June 2016 tasting report. Ritual Coffee Tasmania was founded in Launceston, Tasmania in 2009 by Tim and Mel Jarosz, who were joined by roaster Stu Grant in 2010. They partner with skilled farmers and dedicated suppliers to find great coffees, then carefully roast them to unlock their sensory potential. For more information, visit www.ritualcoffee.com.au.",,A solid cup nicely balanced between sweet flowers and tart fruit supported by a deeply expressed chocolate.
92,Paradise Roasters,Sumatra Meriah,"Ramsey, Minnesota","Aceh growing region, northwestern Sumatra, Indonesia",Medium-Light,51/71,$17.95/12 ounces,2016-06-01,9,8,9,8,,,8,"Sweetly and deeply pungent. Dried pineapple, rice candy, pipe tobacco, cocoa, and a pleasant, inherent (non-roast-associated) smoke suggestion in aroma and cup. Quiet, rounded acidity; lightly syrupy, viscous mouthfeel. The gently drying finish consolidates to faint cocoa and the smoke note, while a hint of spicy-sweet dried pineapple persists into the long.","Produced by small-holding farmers in the Takengon highlands of Aceh Province above Lake Tawar, from the TimTim, Bourbon and Jember (S 795) varieties of Arabica. Coffees from the northern part of the Indonesian island of Sumatra are valued for their complex earth and fruit notes that appear to result largely from unorthodox fruit removal and drying practices called “wet hulling.” This is a particularly refined example of the type. Paradise Roasters specializes in micro-lot coffees and espressos from Hawaii and other premier coffee growing regions. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.",,"A superior variation on the pleasures associated with Sumatra coffees, including an intriguing smoke note enveloped in tropical fruit."
92,Red Rooster Coffee Roaster,Milepost Colombia Los Naranjos,"Floyd, Virginia","Huila Department, southern Colombia",Light,65/82,$12.00/8 ounces,2016-06-01,8,9,9,8,,,8,"Delicate, sweetly tart. Mango, elm, honeysuckle, buttery macadamia nut in aroma and cup. Brisk, sweet acidity; billowy-light, satiny mouthfeel. The crisp finish opens with suggestions of mango and macadamia, then tails off into gently drying, aromatic elm.","Produced at Los Naranjos de San Augustín farm from trees of the Caturra and Colombia varieties of Arabica. This is a wet-processed or “washed” coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious coffee and high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information.",,"An inviting coffee, with fruit notes reminiscent of a mango lassi, both sweet and tart, with rounding influences of macadamia nut and gentle floral tones."
93,Red Rooster Coffee Roaster,Milepost Colombia Primaveral,"Floyd, Virginia","Huila Department, southern Colombia",Light,67/87,$12.00/8 ounces,2016-06-01,9,9,9,8,,,8,"Complex, subtly intricate. Lychee, tamarind, roasted pumpkin seed, pink peppercorn, rhododendron in aroma and cup. Crisp, sweet-savory acidity; lightly satiny, smooth mouthfeel. The crisp resonance of the finish centers around lychee and tamarind in the short, rounding to roasted pumpkin seeds and a hint of pink peppercorn in the long.","Produced by the Asociacion de Productores cooperative in Huila, Colombia from the Caturra and Colombia varieties of Arabica. This is a wet-processed or “washed” coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious coffee and high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information.",,"A compellingly enigmatic cup: both sweet and savory, spicy and tart, all in harmonious balance."
94,Barrington Coffee Roasting Co.,Cachajinas Guatemala Huehuetenango,"Lee, Massachusetts","Huehuetenango Department, Guatemala",Medium-Light,56/80,$17.95/12 ounces,2016-06-01,9,9,9,8,,,9,"Deeply sweet, intricately rich. Jasmine, date, pistachio, blood orange zest, coconut in aroma and cup. Delicate, sweetly tart acidity; liltingly satiny mouthfeel. The resonant, long finish is saturated with deep, continued notes of date, pistachio and coconut.","Produced by Juan Simón Velásquez from the Caturra and Bourbon varieties of Arabica. This is a wet-processed or “washed” coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Barrington Coffee is an artisan roaster dedicated to elite coffees, fresh delivery and roasting that foregrounds the coffee and not the roast. Visit www.barringtoncoffee.com or call 800-528-0998 for more information.",,"A fine Guatemala cup: elegant, exotic, delicately but confidently composed."
90,Dante Coffee,D33 The Divine Comedy,"Taipei, Taiwan",Brazil; Guatemala; Colombia; Indonesia; Costa Rica,Medium-Dark,42/54,NT $300/200 grams,2016-06-01,8,8,8,8,8,,,"Evaluated as espresso. Brisk, roasty, cocoa-toned. Gently scorched oak, apricot, baker’s chocolate, hazelnut in aroma and small cup. Lightly syrupy mouthfeel; cocoa and apricot carry into a richly drying finish and pleasantly dominate in three-parts milk.","Founded in 1993, Dante Coffee now has 120 coffee shops shops in Taiwan, twenty in Indonesia, five in Kuwait, and one in Saudi Arabia. The company aims to provide customers with the highest quality coffee and meals at affordable prices.",,A gently roasty espresso with floral-toned apricot notes softening a crisply dry chocolate.
93,GIGA Coffee,Fazenda Aurea South Minas Brazil,"New Taipei City, Taiwan","Cerrado Miniero, Serra do Salitre growing region, Minas Gerais State",Medium-Light,57/73,NT $600/16 ounces,2016-05-01,9,8,9,9,,,8,"Delicate, crisply sweet. Sandalwood, cantaloupe, honeysuckle, almond in aroma and cup. Brisk, juicy acidity; light, silky mouthfeel. The sweet, deep finish consolidates around melon and honeysuckle in the long.","A “natural” or dry-processed coffee, which means the beans or seeds were dried encased in the entire fruit. Naturals form the backbone of the Brazil coffee industry, but this lot reflects a particularly refined approach to the method. In this case, fruit partly dried on the tree was hand-picked, with the drying finished on raised tables rather than patios. This coffee tied for the second-highest rating in a test of natural-processed Brazil coffees conducted for Coffee Review's May 2016 tasting report. GIGA Coffee is a specialty coffee roaster in Taiwan. For more information, email gigacoffee66@gmail.com.",,"Fragrant aromatic wood, fruit and flowers dominate in this pretty, crisp, deeply sweet Brazil natural."
93,Topéca Coffee Roasters,Fazenda Sertão Brazil,"Tulsa, Oklahoma","Carmo de Minas growing region, Minas Gerais State, Brazil",Light,57/85,$13.99/12 ounces,2016-05-01,9,9,9,8,,,8,"Delicate, nut-toned, sweetly spicy. Pistachio, honeysuckle, clove, molasses, baker’s chocolate in aroma and cup. Subtle, crisply tart acidity; buoyant, satiny mouthfeel. Clove and pistachio animate the quietly flavor-saturated finish.","Produced from trees of the Yellow and Red Bourbon and Catuai varieties of Arabica. A “natural” or dry-processed coffee, which means the beans or seeds were dried encased in the entire fruit. Naturals form the backbone of the Brazil coffee industry, but this lot reflects a particularly refined approach to the method. This coffee tied for the second-highest rating in a test of natural-processed Brazil coffees conducted for Coffee Review's May 2016 tasting report. Topéca Coffee is an artisan roaster with three café locations and a roastery in Tulsa, Oklahoma.Visit www.topecacoffee.com or call 918-398-8022 for more information.",,"A crisp, sweetly spicy and nut-toned cup."
94,Revel Coffee,Brazil Estancia Telese,"Billings, Montana","Mantiqueira de Minas growing region, Minas Gerais State, Brazil",Light,66/83,$13.25/12 ounces,2016-05-01,9,9,9,9,,,8,"Big, rich, deeply sweet. Raspberry, tamarind, lilac, butterscotch, a hint of rye whisky in aroma and cup. Sweetly brisk acidity; plump, syrupy mouthfeel. The rich, long, flavor-saturated finish resonates with tamarind, lilac and raspberry notes.","This exceptional coffee was selected as the #26 coffee on Coffee Review’s list of the Top 30 Coffees of 2016. Produced from trees of the Yellow Bourbon variety of Arabica. A “natural” or dry-processed coffee, which means the beans or seeds were dried encased in the entire fruit. Naturals form the backbone of the Brazil coffee industry, but this lot reflects a particularly refined approach to the method. This coffee tied for the top rating in a test of natural-processed Brazil coffees conducted for Coffee Review's May 2016 tasting report. Revel Coffee is a micro-roaster located in Billings, Montana. Its motto: “Quality is paramount — a difference you can revel in.” Visit www.revelcoffee.com or call 406-534-9621 for more information.",,A huge floral and fruit-toned beauty: balanced and deeply sweet.
94,Willoughby's Coffee & Tea,Brazil Fazenda Passeio Natural,"Branford, Connecticut","Carmo de Minas growing region, Minas Gerais State, Brazil",Medium-Light,55/81,$13.99/16 ounces,2016-05-01,9,9,9,9,,,8,"Deeply sweet, layered complexity. Dried papaya, gardenia, baker’s chocolate, fine musk, almond in aroma and cup. Juicy, balanced acidity; creamy, nectar-like mouthfeel. The seemingly infinitely long cocoa-toned finish is resonant and deep, with lingering hints of dried papaya, gardenia and almond.","This exceptional coffee was selected as the No. 7 coffee on Coffee Review’s list of the Top 30 Coffees of 2016. Produced from trees of the Yellow Catuai, Mundo Novo and Acaia varieties of Arabica. A “natural” or dry-processed coffee, which means the beans or seeds were dried encased in the entire fruit. Naturals form the backbone of the Brazil coffee industry, but this lot reflects a particularly refined approach to the method. This coffee tied for the top rating in a test of natural-processed Brazil coffees conducted for Coffee Review's May 2016 tasting report. Willoughby’s Coffee & Tea is a pioneer specialty coffee roaster established in the early 1980s that has gracefully and successfully moved with the times and now offers a menu of extremely refined small-lot, single-origin coffees. Visit www.willoughbyscoffee.com or call 800-388-8400 for more information.",,"Juicy, exotic, port-like, and an excellent value."
