coffee_id,Country_of_Origin,Farm_Name,Lot_Number,Mill,ICO_Number,Company,Altitude,Region,Producer,Number_of_Bags,Bag_Weight,In_Country_Partner,Harvest_Year,Grading_Date,Owner,Variety,Status,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Overall,Defects,Total_Cup_Points,Moisture,Color,Category_One_Defects,Category_Two_Defects,Quakers,Expiration,Certification_Body,Certification_Address,Certification_Contact,parsed_expiration,parsed_grading_date
#820121,Costa Rica,Gamboa Farm,12077-01,Beneficio Montañas del Diamante,5-0025-0132,CECA S.A.,1850,Tarrazu,Martin Gutierrez,250,35 kg,Specialty Coffee Association of Costa Rica,2022 / 2023,April 19 2023,Joselyn Morales Quesada,Caturra,Completed,Washed / Wet,7.67,7.92,7.58,7.75,7.67,7.58,10,10,10,7.75,0,83.92,0.095,Green,0,2,0,April 18 2024,Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,2024-04-18,2023-04-19
#777610,"Tanzania, United Republic Of",IYENGA,S59588/P03989,CITY COFFEE LTD,0033/0004,VOLCAFE/TaylorWinch Tanzania Ltd,1654,Mbeya,IYENGA AMCOS,620,30 kg,Kenya Coffee Traders Association,2022 / 2023,November 9 2022,Balam Hinyula,Bourbon,Completed,Washed / Wet,7.92,7.75,7.75,7.92,7.83,7.83,10,10,10,7.83,0,84.83,0.11199999999999999,Greenish,0,0,0,November 9 2023,Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621,2023-11-09,2022-11-09
#605124,"Tanzania, United Republic Of",MASHIMA AMCOS,CN 4127220159/4189220459,GOURMET COFFEE MILL,033/0010/022,DORMAN (T) LTD,1550,KILIMANJARO,DORMAN,320,60 kg,Kenya Coffee Traders Association,2022 / 2023,November 21 2022,Gilbert Maina,Bourbon,Completed,Washed / Wet,7.75,7.58,7.58,7.92,7.67,7.75,10,10,10,7.75,0,84,0.11599999999999999,Greenish,0,2,0,November 21 2023,Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621,2023-11-21,2022-11-21
#170699,"Tanzania, United Republic Of",MASHIMA AMCOS,CN 4127230034/4189230113,GOURMET COFFEE MILL,033/DE/503/002 and 033/DE/268/002,DORMAN (T) LIMITED,1550,KILIMANJARO,DORMAN (T) LIMITED,320,60 kg,Kenya Coffee Traders Association,2022 / 2023,February 1 2023,Gilbert Maina,Bourbon,Completed,Washed / Wet,8.08,8.17,8.08,8.17,8,8,10,10,10,8,0,86.5,0.11,Greenish,0,0,0,February 1 2024,Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621,2024-02-01,2023-02-01
#431038,"Tanzania, United Republic Of",MASHIMA AMCOS,CN 4127220163/4189220459,GOURMET COFFEE MILL,033/0010/032,DORMAN TANZANIA LTD,1550,KILIMANJARO,DORMAN TANZANIA LTD,320,60 kg,Kenya Coffee Traders Association,2022 / 2023,January 3 2023,Gilbert Maina,Bourbon,Completed,Washed / Wet,7.92,7.67,7.42,7.5,7.67,7.58,10,10,10,7.5,0,83.25,0.10400000000000001,Greenish,0,8,0,January 3 2024,Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621,2024-01-03,2023-01-03
#778301,"Tanzania, United Republic Of",KONGONI ESTATE,CN 4127230031/P-9139,RAFIKI MILL,033/DE/491/001,C.DORMAN SEZ LTD,1675,ARUSHA,DORMAN (T) LTD,200,60 kg,Kenya Coffee Traders Association,2022 / 2023,January 3 2023,Gilbert Maina,Bourbon,Completed,Washed / Wet,7.58,7.67,7.75,7.75,7.75,7.75,10,10,10,7.75,0,84,0.098,Greenish,0,3,0,January 3 2024,Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621,2024-01-03,2023-01-03
#346202,"Tanzania, United Republic Of",BURKA,CN 4127230032/P-9140,GOURMET COFFEE MILL,033/DE/163/001,DORMAN (T) LIMITED,1585,Arusha,DORMAN (T) LIMITED,200,30 kg,Kenya Coffee Traders Association,2022 / 2023,February 1 2023,Gilbert Maina,Bourbon,Completed,Washed / Wet,8.17,8,7.92,7.92,8.17,7.75,10,10,10,7.92,0,85.83,0.1,Greenish,0,0,0,February 1 2024,Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621,2024-02-01,2023-02-01
#387213,Kenya,Small Holder,5516,NKG,,IBERO (K) LTD,1750,Central,Small Holder,300,60 kg,Kenya Coffee Traders Association,2022 / 2023,February 28 2023,Judith Murimi,SL28,Completed,Washed / Wet,8.17,7.75,7.83,7.58,7.92,8,10,10,10,8,0,85.25,0.092,Greenish,0,1,0,February 28 2024,Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621,2024-02-28,2023-02-28
#656708,Ethiopia,Gerbicho Lela Cooperative,1,Sidama Coffee Farmers Cooperative Union,010/0145/0064,Taylor Winch Coffee Ltd,2000,Sidama,Sidama Coffee Farmers Cooperative Union,100,60 kg,Kenya Coffee Traders Association,2021 / 2022,September 9 2022,Taylor Winch (Coffee) Ltd.,Ethiopian Heirlooms,Completed,Washed / Wet,7.83,7.67,7.5,7.92,7.5,7.67,10,10,10,7.75,0,83.83,0.12,Green,0,12,0,September 9 2023,Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621,2023-09-09,2022-09-09
164,China,"puer jiangcheng fuwang coffee biotechnology co., ltd",,"puer jiangcheng fuwang coffee biotechnology co., ltd",1,"puer jiangcheng fuwang coffee biotechnology co., ltd",1100,yunnan,"PUER JIANGCHENG FUWANG COFFEE BIOTECHNOLOGY CO., LTD",1,2 kg,Specialty Coffee Association,2013,June 16 2014,eric wu,Other,,Washed / Wet,7.67,8,7.75,7.83,7.75,7.58,10,10,10,7.92,,84.5,0,Green,0,2,0,June 16 2015,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2015-06-16,2014-06-16
978,Philippines,"irisan, baguio",,green beans,123/300/01,s3v international importing,1200,corillera administrative,"COFFEE FOR PEACE,INC.",2,2 kg,Specialty Coffee Association,2014,January 8 2015,victoria,Typica,,Natural / Dry,7.25,7.25,7.25,7.08,7.58,7.5,10,10,10,7.25,,81.17,0,None,0,4,0,January 8 2016,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2016-01-08,2015-01-08
957,Philippines,bacofa,,green beans,123/300/01,s3v international importing,1400,"davao city, region 11","COFFEE FOR PEACE,INC.",2,2 kg,Specialty Coffee Association,2014,November 13 2014,victoria,Other,,Washed / Wet,7.08,7.33,7.42,7.33,7.33,7.5,10,10,10,7.33,,81.33,0.14,Green,0,3,0,November 13 2015,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2015-11-13,2014-11-13
990,United States,,,juanana coffee association,n/a,conscious bean coffee,1707,central america,JuanAna Coffee Association,1,5 lbs,Specialty Coffee Association,2014,March 4 2015,wali ali,Pache Comun,,Natural / Dry,7.42,7.17,7.33,7.42,7.25,7.33,10,10,10,7.17,,81.08,0,,0,0,0,March 3 2016,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2016-03-03,2015-03-04
662,Mexico,finca san el retiro,,,NONE,lusso coffee lab,1600,chiapas,Santiago & Rosaura Arguello Campos,2,2 kg,Specialty Coffee Association,2013,April 14 2014,lusso lab,Other,,Washed / Wet,7.42,7.58,7.5,7.67,7.25,7.5,10,10,10,7.58,,82.5,0,Green,0,1,0,April 14 2015,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2015-04-14,2014-04-14
49,Kenya,kianjavi,,,NONE,lusso coffee lab,1860,kiambu,,1,1 kg,Specialty Coffee Association,2013,February 6 2014,lusso lab,SL28,,Washed / Wet,7.92,8.17,7.83,8.5,7.5,7.92,10,10,10,8.17,,86,0.11,Green,0,1,0,February 6 2015,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2015-02-06,2014-02-06
769,Mexico,,,,NONE,lusso coffee lab,1400,"la concordia, chiapas",Union Ramal Santa Cruz,2,2 kg,Specialty Coffee Association,2013,April 10 2014,lusso lab,Other,,Washed / Wet,7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,,82.17,0.1,None,1,1,0,April 10 2015,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2015-04-10,2014-04-10
64,El Salvador,finca la esmeralda,,"aqua caliente, j.j. borja nathan. s.a",,lusso coffee lab,1350,"ataco, apaneca - ilamatepec mountain range",Oscar Roberto Murgas Linares,19,1 kg,Specialty Coffee Association,2012,January 12 2013,lusso lab,Bourbon,,Semi-washed / Semi-pulped,7.83,8,8,7.75,7.92,8.17,10,10,10,7.92,,85.58,0.11,None,0,0,0,January 12 2014,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2014-01-12,2013-01-12
251,Ethiopia,,,,None,lusso coffee lab,1550,sidamo,,50,60 kg,Specialty Coffee Association,2013,January 17 2014,lusso lab,Other,,Natural / Dry,7.75,7.75,7.5,7.58,7.67,7.92,10,10,10,7.83,,84,0.09,Green,4,40,0,January 17 2015,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2015-01-17,2014-01-17
1156,Guatemala,genuine antigua medina,,,FINCA MEDINA 11/11711/01-LOGO APCA,lusso coffee lab,,antigua,Jorge Bolanos,275,69 kg,Specialty Coffee Association,2012,July 23 2012,lusso lab,Bourbon,,Washed / Wet,7.58,7.33,7.5,7.33,7,7.33,9.33,9.33,9.33,7.67,,79.75,0,Green,0,4,0,July 23 2013,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2013-07-23,2012-07-23
824,Zambia,mubuyu munali,,,-,lusso coffee lab,1250,mubuyu estate,,13,2 kg,Specialty Coffee Association,2014,June 20 2014,lusso lab,SL28,,Washed / Wet,7.67,7.08,7.42,7.33,7.75,7.42,10,10,10,7.25,,81.92,0,,1,3,0,June 20 2015,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2015-06-20,2014-06-20
48,Colombia,ecobio colombia,,,NONE,lusso coffee lab,1200,tolima,,1,2 kg,Specialty Coffee Association,2013,March 20 2014,lusso lab,Caturra,,Washed / Wet,7.75,7.92,7.83,8.08,8.08,8.17,10,10,10,8.17,,86,0.12,Green,1,1,0,March 20 2015,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2015-03-20,2014-03-20
237,Guatemala,aprocafi,,,-,lusso coffee lab,1550,"aldea xeucalvitz, ixil region, quiche department",Asociacion de Productores de Cafe de la Region Ixil,1,2 kg,Specialty Coffee Association,2014,June 16 2014,lusso lab,Bourbon,,Washed / Wet,7.58,7.75,7.67,8,7.75,7.67,10,10,10,7.67,,84.08,0.1,Bluish-Green,0,10,0,June 16 2015,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2015-06-16,2014-06-16
155,Costa Rica,la chaparral,,,,lusso coffee lab,1575,tres rios,,1,1 kg,Specialty Coffee Association,2012,March 12 2013,lusso lab,Bourbon,,Semi-washed / Semi-pulped,7.75,7.83,7.75,8,7.83,7.67,10,10,10,7.75,,84.58,0.12,Bluish-Green,0,2,0,March 12 2014,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2014-03-12,2013-03-12
1082,El Salvador,finca la fany,,,NONE,lusso coffee lab,1450,"department of ahuachapan, municipality of apanecallamatepec mountain","Luis, Rafael and Carmen Silva Hoff",2,2 kg,Specialty Coffee Association,2013,April 26 2014,lusso lab,Bourbon,,Washed / Wet,7.33,7.17,7.08,7.08,7.33,7.17,10,10,10,7.25,,80.42,0,Green,0,1,0,April 26 2015,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2015-04-26,2014-04-26
31,Nicaragua,,,beneficio atlantic condega,790-0013,,,,,275,6,Specialty Coffee Association,,May 18 2010,nora zeas,,,,7.92,8.25,8,8.33,8,8.08,10,10,10,8,,86.58,0.08,,0,2,0,May 18 2011,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2011-05-18,2010-05-18
104,Mexico,kassandra,,,016-2484-04,,1400,mexico,Finca Kassandra,1,1 kg,Specialty Coffee Association,2010-2011,April 6 2011,young kim,Pacamara,,,7.92,8.17,7.75,8.08,7.42,7.83,10,10,10,7.83,,85,0,,0,0,0,April 5 2012,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2012-04-05,2011-04-06
631,Mexico,kassandra,,,016-2484-05,,1400,mexico,Finca Kassandra,1,1 kg,Specialty Coffee Association,2010-2011,April 6 2011,young kim,Blue Mountain,,,7.75,7.58,7.25,7.75,7.67,7.58,10,10,10,7.08,,82.67,0,,0,1,0,April 5 2012,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2012-04-05,2011-04-06
750,El Salvador,,,,009/0060/45L2,atlantic specialty coffee,,,,288,1 kg,Specialty Coffee Association,2012,August 21 2012,adam kline,Other,,Washed / Wet,7.75,7.33,7.33,7.5,7.5,7.5,10,10,10,7.33,,82.25,0,Green,2,5,0,August 21 2013,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2013-08-21,2012-08-21
624,El Salvador,,,,009/0060/44L1,atlantic specialty coffee,,,,288,1 kg,Specialty Coffee Association,2012,August 17 2012,adam kline,Other,,Washed / Wet,7.92,8,7.5,6.75,7.92,7.58,10,10,9.33,7.67,,82.67,0,None,0,17,0,August 17 2013,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2013-08-17,2012-08-17
674,Guatemala,,,,11/0052/0538,,1600,huehuetenango,,245,1,Specialty Coffee Association,,July 23 2010,adam kline,,,,7.75,7.58,7.67,7.67,7.58,7.58,9.33,10,10,7.33,,82.5,0.01,,1,14,0,July 23 2011,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2011-07-23,2010-07-23
646,Guatemala,,,,2,s&d coffee and tea,,,,1,2 kg,Specialty Coffee Association,2012,December 10 2013,brent hall,,,Natural / Dry,7.5,7.58,7.42,7.58,7.42,7.58,10,10,10,7.5,,82.58,0,Blue-Green,0,4,0,December 10 2014,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2014-12-10,2013-12-10
691,Honduras,,,,3,s&d coffee and tea,,,,1,2 kg,Specialty Coffee Association,2012,December 10 2013,brent hall,,,Washed / Wet,7.25,7.67,7.42,7.17,7.75,7.5,10,10,10,7.67,,82.42,0.09,None,0,2,0,December 10 2014,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2014-12-10,2013-12-10
1189,Costa Rica,,,,1,s&d coffee and tea,,san rafael,,1,2 kg,Specialty Coffee Association,2012,December 10 2013,brent hall,Catuai,,Washed / Wet,7.17,7.42,7.5,8,7.25,7.83,10,10,6.67,7.33,,79.17,0.1,None,5,20,0,December 10 2014,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2014-12-10,2013-12-10
675,Honduras,carrillo cooperativa,Zona: los imposibles,cohorsil,,carrillo cooperativa,1500,"comayagua, honduras",Danilo Carrillo,1,2 kg,Specialty Coffee Association,2017,September 27 2017,brian beck,Other,,Washed / Wet,7.42,7.67,7.17,7.58,7.58,7.5,10,10,10,7.5,,82.42,0.12,Green,0,6,1,September 27 2018,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2018-09-27,2017-09-27
825,Honduras,,,,13-137-004,thrive farmers,,,,1,2 kg,Specialty Coffee Association,2012,January 17 2014,rob tuttle,,,Washed / Wet,7.42,7.33,7.33,7.58,7.33,7.5,10,10,10,7.42,,81.92,0.11,Green,0,0,0,January 17 2015,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2015-01-17,2014-01-17
549,Guatemala,,,,11-049-0093,thrive farmers,,,,1,2 kg,Specialty Coffee Association,2012,December 27 2013,rob tuttle,,,Washed / Wet,7.58,7.58,7.25,7.58,7.58,7.58,10,10,10,7.75,,82.92,0.1,Green,0,4,0,December 27 2014,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2014-12-27,2013-12-27
135,Costa Rica,,,,5-1106-0011,thrive farmers,,,,1,2 kg,Specialty Coffee Association,2012,January 3 2014,rob tuttle,,,Washed / Wet,8.08,7.83,7.75,7.83,7.92,8,10,10,9.33,7.92,,84.67,0,Green,1,10,0,January 3 2015,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2015-01-03,2014-01-03
1178,Cote d?Ivoire,cnra station of divo,Lot A 20170519,cnra station of divo,,royal 1750 coffee,200,cnra station of divo,CNRA,2,1 kg,Specialty Coffee Association,2016,June 6 2017,rre kunene,,,Washed / Wet,7.42,7.25,6.83,7,7.33,7.08,9.33,10,10,7.08,,79.33,0.13,Bluish-Green,1,2,0,June 6 2018,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2018-06-06,2017-06-06
91,Ethiopia,aricha coop,,aricha coop,,the specialty coffee appraisers institute of asia,1700,aricha,BNT,100,60 kg,Specialty Coffee Association,2014,October 7 2014,steven kil,,,Natural / Dry,8.42,8,7.42,8,7.92,7.92,9.33,10,10,8.08,,85.08,0.1,Green,2,7,0,October 7 2015,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2015-10-07,2014-10-07
413,Burundi,sogestal kayanza,,kiriyama washing station,,the specialty coffee appraisers institute of asia,1880,kayanza,,220,60 kg,Specialty Coffee Association,2012,August 29 2012,steven kil,Bourbon,,Washed / Wet,7.75,7.67,7.33,7.5,7.5,7.75,10,10,10,7.83,,83.33,0,,0,5,0,August 29 2013,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2013-08-29,2012-08-29
240,Ethiopia,,,,010-0343-0083,the specialty coffee appraisers institute of asia,1800,"ethiopia, sidamo",,100,60 kg,Specialty Coffee Association,2012,August 17 2012,steven kil,Other,,Natural / Dry,7.92,7.92,7.83,8,7.92,7.92,10,10,8.67,7.92,,84.08,0.09,,0,15,0,August 17 2013,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2013-08-17,2012-08-17
1270,Indonesia,1,,1,1,,1067,indonesia,1,15,2 kg,Specialty Coffee Association,2011,January 18 2012,william ho,Other,,Natural / Dry,7.33,7,6.5,6.08,7.58,6.33,9.33,10,9.33,6.67,,76.17,0.12,None,4,26,0,January 17 2013,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2013-01-17,2012-01-18
1169,Guatemala,la igualdad,,concepcion,11-194-0008,,1326,"chuva, san marcos",Federico Weller,223,69 kg,Specialty Coffee Association,2009/2010,January 13 2011,carl walker,,,,7.08,7,6.83,7.33,7.25,7,10,10,10,7.08,,79.58,0.17,,1,19,0,January 13 2012,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2012-01-13,2011-01-13
106,Guatemala,la igualdad,,concepcion,11-194-0014,,1326,"chuva, san marcos",Federico Weller,275,69 kg,Specialty Coffee Association,2009/2010,September 7 2010,carl walker,,,,7.83,8.08,7.67,8,7.75,7.67,10,10,10,8,,85,0.04,,0,1,0,September 7 2011,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2011-09-07,2010-09-07
1024,Nicaragua,,,,17/009/0057,volcafe specialty coffee,1050,matagalpa,,275,1 lbs,Specialty Coffee Association,2013,July 16 2014,chris finch,Caturra,,Washed / Wet,7.33,7.08,7.25,7,7.5,7.42,10,10,10,7.33,,80.92,0.1,Green,1,3,0,July 16 2015,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2015-07-16,2014-07-16
224,Guatemala,,,,11/43984/0001,volcafe specialty coffee,,,,275,5 lbs,Specialty Coffee Association,2013,July 16 2014,chris finch,,,Washed / Wet,7.67,7.75,7.67,7.75,7.75,7.75,10,10,10,7.83,,84.17,0.11,Bluish-Green,0,0,0,July 16 2015,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2015-07-16,2014-07-16
823,Nicaragua,,,,17/176/0125B,volcafe specialty coffee,,,,275,5 lbs,Specialty Coffee Association,2013,July 29 2014,chris finch,,,Washed / Wet,7.58,7.42,7.25,7.17,7.5,7.67,10,10,10,7.33,,81.92,0.12,Green,3,4,0,July 29 2015,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2015-07-29,2014-07-29
496,Guatemala,,,,11/851/0022,,,,,275,69 kg,Specialty Coffee Association,,November 11 2010,chris finch,,,,7.92,7.67,7.67,7.25,7.83,7.67,9.33,10,10,7.75,,83.08,0.02,,0,1,0,November 11 2011,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2011-11-11,2010-11-11
882,Indonesia,,,,15/1595/0021,volcafe specialty coffee,,bener meriah,,320,4 kg,Specialty Coffee Association,2013,May 23 2014,chris finch,Sumatra,,Semi-washed / Semi-pulped,7.17,7.42,7.33,7.42,7.33,7.42,10,10,10,7.58,,81.67,0.11,Bluish-Green,0,0,0,May 23 2015,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2015-05-23,2014-05-23
1149,Peru,,,,030-0595-0508,sustainable harvest,,huanuco,,320,5 lbs,Specialty Coffee Association,2013,January 23 2014,dane loraas,,,Washed / Wet,7,7.08,7,7.25,7.5,7.42,9.33,10,10,7.17,,79.75,0.12,Green,1,2,0,January 23 2015,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2015-01-23,2014-01-23
688,Peru,,,,030-0595-0128,sustainable harvest,,peru,,320,5 lbs,Specialty Coffee Association,2013,January 21 2014,dane loraas,,,Washed / Wet,7.58,7.58,7.58,7.75,7.5,7.58,9.33,10,10,7.5,,82.42,0,Green,0,3,0,January 21 2015,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2015-01-21,2014-01-21
944,Peru,,,,030-0218-2662,sustainable harvest,,puno,,280,5 lbs,Specialty Coffee Association,2013,February 27 2014,dane loraas,,,Washed / Wet,7.42,7.42,7.17,7.33,7.42,7.42,10,10,10,7.25,,81.42,0.1,Bluish-Green,1,5,0,February 27 2015,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2015-02-27,2014-02-27
645,Mexico,,,,016-2022-0008,sustainable harvest,,veracruz,Huatusco,320,5 lbs,Specialty Coffee Association,2014,April 18 2014,dane loraas,,,Washed / Wet,7.58,7.58,7.42,7.75,7.67,7.67,9.33,10,10,7.58,,82.58,0,Green,0,11,0,April 18 2015,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,2015-04-18,2014-04-18
